customer_id,genero,mayor_65,tiene_pareja,tiene_dependientes,antiguedad_meses,tipo_contrato,facturacion_electronica,metodo_pago,servicio_internet,seguridad_online,soporte_tecnico,streaming_tv,cargo_mensual,cargo_total,num_incidencias_soporte,churn
CU7234,Femenino,0,No,Sí,19,Mes a mes,No,Tarjeta de crédito,Sin internet,No,Sí,No,70.31,1289.93,2,1
CU7235,Femenino,0,No,Sí,42,Dos años,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,80.79,3173.29,1,0
CU7236,Femenino,0,Sí,No,54,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,91.35,4855.66,0,0
CU7237,Femenino,0,No,No,27,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,18.0,465.2,2,0
CU7238,Masculino,1,No,Sí,20,Un año,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,66.27,1327.9,1,0
CU7239,Femenino,0,No,No,47,Dos años,No,Transferencia,Fibra óptica,No,Sí,No,95.82,4572.7,0,0
CU7240,Femenino,0,No,No,20,Un año,No,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,29.94,618.21,1,0
CU7241,Masculino,0,Sí,No,34,Dos años,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,32.83,1163.03,5,1
CU7242,Femenino,0,No,No,19,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,32.23,623.31,1,0
CU7243,Masculino,0,Sí,No,43,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,No,21.63,972.0,1,0
CU7244,Femenino,0,No,Sí,23,Dos años,No,Tarjeta de crédito,DSL,No,No,Sí,80.55,1744.11,1,0
CU7245,Masculino,0,Sí,No,49,Mes a mes,No,Cheque electrónico,Fibra óptica,No,Sí,Sí,69.65,3548.44,2,0
CU7246,Masculino,0,No,No,39,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,29.32,1195.08,3,0
CU7247,Masculino,0,No,No,5,Dos años,Sí,Domiciliación bancaria,DSL,No,No,Sí,18.0,89.7,0,0
CU7248,Masculino,0,No,Sí,50,Mes a mes,Sí,Tarjeta de crédito,Sin internet,Sí,No,No,40.2,2110.14,0,0
CU7249,Femenino,0,Sí,No,50,Un año,No,Domiciliación bancaria,Fibra óptica,Sí,Sí,No,94.23,4836.38,0,0
CU7250,Femenino,0,Sí,No,28,Un año,Sí,Tarjeta de crédito,DSL,No,No,No,31.09,847.11,0,0
CU7251,Femenino,0,Sí,No,39,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,18.0,678.46,2,0
CU7252,Masculino,1,No,No,28,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,59.26,1724.38,4,1
CU7253,Masculino,0,Sí,No,40,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,28.92,1194.84,1,0
CU7254,Femenino,1,No,No,60,Mes a mes,No,Domiciliación bancaria,DSL,No,No,Sí,109.95,6536.77,0,0
CU7255,Femenino,0,Sí,No,4,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,66.53,253.7,1,1
CU7256,Femenino,0,No,No,14,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,Sí,51.55,672.91,1,0
CU7257,Femenino,1,No,No,44,Mes a mes,No,Cheque electrónico,Fibra óptica,No,Sí,No,51.99,2135.6,0,0
CU7258,Masculino,0,No,Sí,44,Mes a mes,Sí,Transferencia,DSL,Sí,No,No,45.45,1870.16,2,0
CU7259,Femenino,0,Sí,Sí,51,Mes a mes,Sí,Cheque electrónico,Sin internet,Sí,No,Sí,48.22,2454.32,2,1
CU7260,Masculino,0,Sí,Sí,40,Un año,Sí,Transferencia,Fibra óptica,No,No,No,129.68,5057.41,2,0
CU7261,Masculino,0,Sí,No,47,Dos años,Sí,Cheque electrónico,DSL,No,No,Sí,88.92,4337.17,0,0
CU7262,Masculino,0,No,No,33,Mes a mes,No,Transferencia,Fibra óptica,No,No,No,55.88,1769.55,1,0
CU7263,Femenino,0,No,Sí,2,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,68.01,128.1,2,1
CU7264,Femenino,0,No,Sí,65,Un año,Sí,Cheque electrónico,Fibra óptica,No,No,No,40.97,2682.73,0,0
CU7265,Femenino,1,No,No,26,Dos años,No,Tarjeta de crédito,Fibra óptica,Sí,No,Sí,89.99,2330.16,0,1
CU7266,Femenino,0,Sí,Sí,0,Mes a mes,No,Transferencia,Sin internet,No,No,No,18.0,17.21,1,0
CU7267,Masculino,0,No,No,45,Mes a mes,Sí,Tarjeta de crédito,DSL,Sí,No,No,44.81,2070.15,3,0
CU7268,Masculino,0,Sí,Sí,58,Mes a mes,No,Tarjeta de crédito,DSL,No,Sí,No,30.7,1744.59,2,0
CU7269,Femenino,0,No,No,22,Un año,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,No,85.48,1741.23,2,0
CU7270,Femenino,0,Sí,No,29,Mes a mes,Sí,Transferencia,Sin internet,Sí,Sí,Sí,59.82,1723.99,0,0
CU7271,Masculino,0,No,No,69,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,18.0,1143.38,0,0
CU7272,Masculino,0,Sí,No,60,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,56.27,3364.93,2,0
CU7273,Femenino,1,Sí,No,55,Dos años,No,Cheque electrónico,Sin internet,No,No,No,58.76,3087.58,2,0
CU7274,Femenino,0,Sí,No,33,Un año,Sí,Domiciliación bancaria,DSL,No,No,Sí,100.35,3064.65,1,0
CU7275,Masculino,1,Sí,No,9,Mes a mes,No,Transferencia,DSL,No,No,No,66.67,605.91,3,1
CU7276,Masculino,0,Sí,No,13,Mes a mes,Sí,Transferencia,Sin internet,No,Sí,Sí,57.5,736.9,0,0
CU7277,Masculino,0,Sí,No,61,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,60.17,3495.22,3,0
CU7278,Masculino,0,No,No,41,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,No,18.0,733.92,1,0
CU7279,Femenino,0,Sí,Sí,31,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,35.52,1149.15,1,0
CU7280,Masculino,0,Sí,Sí,71,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,Sí,18.0,1249.68,1,0
CU7281,Masculino,0,Sí,No,13,Dos años,No,Cheque electrónico,Sin internet,No,Sí,No,114.97,1381.48,1,0
CU7282,Masculino,0,No,No,7,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,No,No,44.92,299.35,3,0
CU7283,Masculino,0,No,No,23,Un año,No,Transferencia,Fibra óptica,Sí,No,No,76.59,1675.59,3,0
CU7284,Femenino,0,No,No,64,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,No,29.78,1935.05,0,0
CU7285,Masculino,1,No,No,63,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,No,Sí,47.36,2781.69,0,0
CU7286,Femenino,0,No,No,45,Mes a mes,No,Domiciliación bancaria,DSL,Sí,No,Sí,48.94,2080.23,0,0
CU7287,Masculino,0,No,No,10,Mes a mes,Sí,Cheque electrónico,Fibra óptica,Sí,Sí,Sí,72.94,742.89,0,0
CU7288,Femenino,0,Sí,No,60,Mes a mes,No,Transferencia,Fibra óptica,Sí,Sí,No,53.93,3177.21,1,0
CU7289,Masculino,0,No,No,63,Dos años,Sí,Transferencia,DSL,No,Sí,No,39.79,2382.34,0,0
CU7290,Femenino,0,Sí,No,60,Dos años,No,Tarjeta de crédito,DSL,No,No,Sí,18.0,1039.35,2,0
CU7291,Masculino,0,No,No,58,Dos años,Sí,Transferencia,Fibra óptica,No,No,Sí,120.43,6926.33,0,0
CU7292,Femenino,0,No,Sí,8,Mes a mes,Sí,Transferencia,Sin internet,Sí,Sí,Sí,43.31,357.22,0,1
CU7293,Femenino,0,No,No,68,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,Sí,46.95,3164.0,0,0
CU7294,Masculino,0,Sí,No,29,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,No,41.63,1219.71,0,0
CU7295,Masculino,0,Sí,No,58,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,No,97.14,5731.58,0,0
CU7296,Masculino,0,No,No,41,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,No,39.28,1611.33,1,1
CU7297,Femenino,0,Sí,No,26,Mes a mes,No,Transferencia,DSL,No,No,No,44.24,1197.64,1,0
CU7298,Femenino,0,Sí,Sí,59,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,63.68,3507.65,2,0
CU7299,Femenino,0,No,No,22,Mes a mes,Sí,Transferencia,Fibra óptica,No,Sí,Sí,91.97,1881.35,0,0
CU7300,Femenino,0,Sí,No,21,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,No,No,57.48,1136.9,1,0
CU7301,Masculino,0,Sí,No,14,Un año,No,Cheque electrónico,Sin internet,No,No,No,59.29,841.63,1,1
CU7302,Femenino,0,Sí,Sí,70,Un año,No,Domiciliación bancaria,Sin internet,No,Sí,No,54.66,3754.62,1,0
CU7303,Masculino,0,Sí,No,10,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,44.77,441.13,2,1
CU7304,Femenino,0,Sí,No,3,Mes a mes,No,Cheque electrónico,Fibra óptica,No,No,Sí,109.72,319.76,1,0
CU7305,Masculino,0,No,No,3,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,Sí,35.22,110.24,1,1
CU7306,Femenino,0,Sí,No,41,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,Sí,69.14,2820.82,2,0
CU7307,Masculino,0,Sí,Sí,7,Un año,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,42.21,275.1,2,1
CU7308,Masculino,0,No,Sí,47,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,No,Sí,74.7,3367.93,1,0
CU7309,Femenino,1,Sí,No,23,Mes a mes,No,Cheque electrónico,Sin internet,Sí,No,No,56.37,1245.48,0,0
CU7310,Masculino,0,No,No,42,Un año,No,Cheque electrónico,Fibra óptica,No,Sí,No,64.85,2665.24,1,0
CU7311,Femenino,0,No,Sí,70,Mes a mes,Sí,Transferencia,Sin internet,No,Sí,Sí,60.46,4115.4,1,0
CU7312,Masculino,1,No,No,4,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,Sí,Sí,Sí,27.09,105.58,1,0
CU7313,Masculino,0,No,Sí,38,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,56.22,2156.75,1,0
CU7314,Femenino,0,No,No,33,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,Sí,18.0,607.79,1,0
CU7315,Masculino,0,Sí,No,1,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,No,Sí,64.16,62.18,0,1
CU7316,Femenino,0,Sí,Sí,14,Dos años,Sí,Domiciliación bancaria,Sin internet,No,Sí,Sí,43.74,636.58,1,0
CU7317,Femenino,0,No,No,43,Un año,No,Domiciliación bancaria,DSL,No,Sí,No,51.63,2207.27,2,0
CU7318,Femenino,0,No,Sí,39,Mes a mes,No,Domiciliación bancaria,DSL,No,Sí,No,58.69,2130.9,0,0
CU7319,Masculino,0,Sí,No,49,Un año,Sí,Cheque electrónico,Fibra óptica,No,Sí,Sí,62.05,2879.29,1,0
CU7320,Femenino,0,No,Sí,26,Dos años,Sí,Cheque electrónico,Fibra óptica,No,Sí,Sí,18.0,485.5,0,0
CU7321,Femenino,0,No,No,3,Mes a mes,Sí,Cheque electrónico,Sin internet,No,Sí,No,47.38,144.18,0,1
CU7322,Femenino,0,No,No,60,Mes a mes,Sí,Transferencia,DSL,Sí,No,Sí,65.26,3935.02,2,0
CU7323,Masculino,0,Sí,No,14,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,Sí,102.05,1358.02,0,1
CU7324,Femenino,0,No,No,4,Un año,No,Tarjeta de crédito,DSL,No,No,Sí,130.0,500.95,1,1
CU7325,Femenino,1,Sí,No,15,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,113.72,1702.78,1,1
CU7326,Femenino,0,No,Sí,31,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,No,No,37.49,1181.3,1,0
CU7327,Femenino,0,No,No,18,Un año,Sí,Transferencia,Fibra óptica,Sí,No,Sí,73.52,1359.08,0,0
CU7328,Femenino,0,Sí,No,62,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,89.72,5823.74,0,0
CU7329,Femenino,0,No,No,42,Un año,Sí,Transferencia,Fibra óptica,No,Sí,No,77.24,3052.59,1,0
CU7330,Femenino,0,No,Sí,47,Un año,No,Cheque electrónico,Sin internet,Sí,No,No,57.69,2588.16,1,0
CU7331,Femenino,0,No,No,4,Dos años,No,Transferencia,Fibra óptica,No,Sí,No,67.18,275.18,0,1
CU7332,Femenino,0,Sí,No,12,Un año,No,Transferencia,Sin internet,No,Sí,Sí,70.54,864.43,1,1
CU7333,Femenino,1,Sí,No,41,Dos años,Sí,Transferencia,Fibra óptica,Sí,No,Sí,42.67,1765.16,3,0
CU7334,Masculino,0,Sí,Sí,58,Un año,No,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,67.48,3623.93,0,0
CU7335,Femenino,0,Sí,Sí,65,Un año,Sí,Transferencia,Sin internet,Sí,Sí,Sí,25.57,1565.43,2,0
CU7336,Femenino,0,No,Sí,24,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,127.04,2903.8,1,0
CU7337,Masculino,1,Sí,No,65,Mes a mes,Sí,Cheque electrónico,DSL,Sí,No,Sí,50.68,3456.49,1,0
CU7338,Masculino,0,Sí,No,38,Mes a mes,No,Transferencia,DSL,Sí,Sí,Sí,76.88,2821.51,0,0
CU7339,Masculino,0,No,No,51,Dos años,Sí,Transferencia,DSL,No,Sí,No,68.17,3500.72,2,0
CU7340,Masculino,1,No,No,42,Mes a mes,No,Tarjeta de crédito,DSL,Sí,No,No,65.4,2629.13,1,0
CU7341,Femenino,0,No,No,71,Mes a mes,No,Cheque electrónico,DSL,Sí,No,No,79.1,5727.73,1,0
CU7342,Femenino,0,Sí,No,8,Un año,Sí,Tarjeta de crédito,DSL,Sí,Sí,Sí,93.53,772.68,2,1
CU7343,Femenino,1,No,Sí,40,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,Sí,65.03,2605.34,0,0
CU7344,Femenino,0,No,Sí,48,Mes a mes,No,Cheque electrónico,DSL,No,Sí,Sí,85.08,4236.12,0,0
CU7345,Masculino,0,No,No,38,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,75.8,2874.99,0,0
CU7346,Masculino,0,Sí,Sí,49,Mes a mes,No,Tarjeta de crédito,Fibra óptica,Sí,Sí,Sí,26.48,1274.88,0,0
CU7347,Masculino,0,Sí,No,0,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,63.44,65.35,2,1
CU7348,Femenino,1,Sí,No,46,Mes a mes,No,Tarjeta de crédito,Sin internet,No,No,Sí,56.56,2400.36,2,0
CU7349,Femenino,0,Sí,Sí,43,Mes a mes,Sí,Cheque electrónico,DSL,No,No,No,79.94,3580.04,2,0
CU7350,Masculino,1,No,No,49,Un año,No,Domiciliación bancaria,Fibra óptica,No,Sí,Sí,82.37,4105.66,3,0
CU7351,Femenino,0,No,No,43,Dos años,No,Transferencia,Sin internet,Sí,No,No,66.32,2952.51,1,0
CU7352,Femenino,0,No,Sí,17,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,Sí,No,73.8,1199.25,0,1
CU7353,Masculino,1,Sí,No,62,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,67.42,4195.63,0,0
CU7354,Femenino,1,No,No,16,Un año,Sí,Transferencia,Fibra óptica,No,Sí,No,47.05,751.52,0,0
CU7355,Femenino,0,Sí,No,55,Mes a mes,No,Tarjeta de crédito,DSL,No,Sí,No,97.95,5624.24,0,0
CU7356,Femenino,1,Sí,No,18,Un año,No,Domiciliación bancaria,Fibra óptica,Sí,No,Sí,79.85,1323.67,1,1
CU7357,Femenino,0,Sí,No,51,Dos años,Sí,Transferencia,DSL,Sí,No,Sí,116.95,6039.74,3,0
CU7358,Femenino,0,Sí,No,19,Mes a mes,Sí,Cheque electrónico,Sin internet,No,No,No,58.47,1049.94,0,0
CU7359,Masculino,0,Sí,No,61,Mes a mes,No,Domiciliación bancaria,Fibra óptica,Sí,No,No,47.52,2960.13,0,0
CU7360,Masculino,0,Sí,No,26,Mes a mes,No,Tarjeta de crédito,Sin internet,Sí,Sí,No,18.0,457.53,0,0
CU7361,Femenino,0,No,Sí,30,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,Sí,128.55,3672.21,0,1
CU7362,Femenino,0,No,No,18,Un año,Sí,Transferencia,DSL,Sí,Sí,Sí,78.85,1385.32,2,0
CU7363,Masculino,0,No,Sí,23,Mes a mes,Sí,Tarjeta de crédito,Sin internet,Sí,No,No,86.18,1901.44,2,0
CU7364,Masculino,0,Sí,No,70,Mes a mes,Sí,Tarjeta de crédito,DSL,Sí,No,No,112.25,8008.04,0,0
CU7365,Femenino,0,Sí,Sí,67,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,No,68.51,4588.12,2,0
CU7366,Masculino,0,No,No,6,Un año,Sí,Domiciliación bancaria,DSL,Sí,No,No,44.68,253.14,1,0
CU7367,Masculino,0,Sí,No,45,Mes a mes,No,Cheque electrónico,Fibra óptica,No,Sí,No,89.89,3731.63,1,1
CU7368,Femenino,1,Sí,No,61,Mes a mes,Sí,Tarjeta de crédito,Sin internet,No,Sí,No,58.15,3627.89,0,0
CU7369,Femenino,0,No,No,42,Dos años,No,Tarjeta de crédito,Fibra óptica,No,No,No,18.0,763.08,0,0
CU7370,Masculino,0,Sí,Sí,26,Mes a mes,No,Tarjeta de crédito,DSL,No,Sí,No,107.05,2876.57,2,0
CU7371,Femenino,0,No,No,58,Mes a mes,Sí,Domiciliación bancaria,Fibra óptica,No,No,No,33.87,1893.13,2,0
CU7372,Masculino,0,No,No,44,Mes a mes,Sí,Cheque electrónico,DSL,No,No,No,43.89,1960.07,0,0
CU7373,Masculino,0,No,Sí,14,Mes a mes,No,Transferencia,DSL,Sí,Sí,Sí,86.39,1220.29,2,1
CU7374,Masculino,0,Sí,No,23,Dos años,No,Tarjeta de crédito,DSL,Sí,No,Sí,18.0,406.8,0,0
CU7375,Femenino,0,No,No,5,Mes a mes,No,Tarjeta de crédito,DSL,Sí,No,No,67.15,328.05,1,1
CU7376,Femenino,0,No,No,65,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,Sí,71.57,4353.29,4,0
CU7377,Femenino,0,Sí,No,13,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,No,94.44,1130.88,1,1
CU7378,Femenino,1,No,No,4,Mes a mes,No,Domiciliación bancaria,DSL,No,Sí,No,81.44,336.14,2,0
CU7379,Masculino,0,Sí,Sí,67,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,84.85,5577.67,0,0
CU7380,Femenino,0,Sí,No,19,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,No,89.66,1627.49,2,0
CU7381,Masculino,0,Sí,No,46,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,Sí,No,105.58,4920.58,0,0
CU7382,Masculino,0,Sí,Sí,70,Mes a mes,Sí,Tarjeta de crédito,DSL,No,No,Sí,51.6,3768.87,1,0
CU7383,Masculino,0,No,No,8,Mes a mes,Sí,Transferencia,Fibra óptica,No,No,Sí,36.64,283.38,0,1
CU7384,Femenino,0,Sí,No,26,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,38.11,992.98,2,0
CU7385,Femenino,0,Sí,Sí,15,Un año,Sí,Domiciliación bancaria,DSL,No,No,Sí,81.96,1163.08,1,1
CU7386,Masculino,0,Sí,No,18,Mes a mes,No,Transferencia,Fibra óptica,No,No,No,56.4,935.95,0,0
CU7387,Masculino,0,No,No,65,Mes a mes,Sí,Transferencia,DSL,No,No,Sí,47.58,3042.47,2,0
CU7388,Femenino,1,No,No,21,Dos años,Sí,Tarjeta de crédito,Fibra óptica,No,No,No,94.51,1874.59,2,0
CU7389,Masculino,0,Sí,Sí,16,Dos años,Sí,Domiciliación bancaria,Fibra óptica,No,Sí,Sí,80.49,1281.59,0,0
CU7390,Femenino,0,No,No,8,Dos años,No,Domiciliación bancaria,Fibra óptica,No,No,No,108.48,843.33,0,1
CU7391,Masculino,0,Sí,Sí,55,Mes a mes,Sí,Domiciliación bancaria,Sin internet,Sí,No,Sí,72.24,3724.91,0,0
CU7392,Femenino,0,Sí,No,24,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,No,No,79.95,1946.15,4,1
CU7393,Femenino,1,No,Sí,4,Un año,No,Transferencia,Fibra óptica,No,No,Sí,53.26,220.28,0,0
CU7394,Femenino,0,Sí,Sí,23,Dos años,Sí,Tarjeta de crédito,DSL,No,Sí,Sí,18.0,402.23,1,0
CU7395,Masculino,0,Sí,Sí,63,Dos años,Sí,Tarjeta de crédito,DSL,No,No,Sí,49.64,3207.3,0,0
CU7396,Masculino,0,Sí,Sí,20,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,Sí,Sí,44.12,903.98,0,0
CU7397,Femenino,0,Sí,No,59,Un año,Sí,Tarjeta de crédito,Sin internet,No,No,No,26.87,1613.67,0,0
CU7398,Masculino,0,No,No,5,Mes a mes,No,Cheque electrónico,DSL,No,Sí,Sí,69.61,343.99,2,0
CU7399,Femenino,0,No,No,24,Mes a mes,No,Transferencia,Fibra óptica,No,Sí,Sí,90.54,2165.31,3,0
CU7400,Masculino,0,Sí,No,43,Dos años,No,Transferencia,DSL,No,Sí,Sí,51.74,2312.4,1,0
CU7401,Femenino,0,Sí,Sí,0,Dos años,No,Cheque electrónico,Fibra óptica,No,No,Sí,75.84,71.91,0,1
CU7402,Masculino,0,Sí,No,50,Un año,Sí,Transferencia,DSL,No,Sí,Sí,48.76,2440.49,2,0
CU7403,Femenino,0,Sí,No,72,Mes a mes,No,Tarjeta de crédito,Fibra óptica,No,No,Sí,60.54,4561.57,0,0
CU7404,Femenino,0,No,No,51,Mes a mes,Sí,Transferencia,DSL,No,Sí,No,48.01,2343.3,1,0
CU7405,Masculino,1,No,Sí,59,Mes a mes,No,Transferencia,Sin internet,No,Sí,No,73.31,4178.25,0,0
CU7406,Femenino,0,Sí,No,11,Mes a mes,Sí,Tarjeta de crédito,DSL,Sí,Sí,Sí,81.24,921.37,2,0
CU7407,Femenino,0,Sí,No,36,Mes a mes,Sí,Tarjeta de crédito,DSL,No,Sí,Sí,112.88,3909.91,2,0
CU7408,Femenino,0,Sí,No,47,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,Sí,48.9,2394.72,0,0
CU7409,Masculino,0,No,No,32,Mes a mes,No,Domiciliación bancaria,Fibra óptica,No,No,No,58.95,1956.29,1,0
CU7410,Femenino,1,Sí,Sí,64,Dos años,Sí,Transferencia,DSL,No,No,No,96.49,5684.51,0,0
CU7411,Femenino,0,Sí,Sí,56,Mes a mes,No,Transferencia,Sin internet,No,Sí,Sí,55.44,3038.38,3,0
CU7412,Femenino,1,Sí,No,71,Mes a mes,No,Cheque electrónico,Fibra óptica,Sí,Sí,Sí,79.05,5381.69,1,0
CU7413,Femenino,0,Sí,No,53,Mes a mes,Sí,Cheque electrónico,Sin internet,Sí,No,No,50.85,2564.58,2,0
CU7414,Masculino,0,No,Sí,65,Un año,Sí,Cheque electrónico,DSL,No,No,No,76.02,4720.05,0,0
CU7415,Femenino,0,Sí,Sí,57,Mes a mes,No,Transferencia,Fibra óptica,No,No,Sí,81.7,4541.71,0,0
CU7416,Masculino,0,Sí,No,10,Un año,Sí,Domiciliación bancaria,DSL,No,No,No,101.49,968.64,0,0
CU7417,Masculino,1,Sí,No,63,Un año,Sí,Domiciliación bancaria,Sin internet,Sí,Sí,Sí,43.6,2635.44,0,0
CU7418,Masculino,0,Sí,No,69,Mes a mes,Sí,Transferencia,Fibra óptica,Sí,No,No,78.68,5562.95,0,0
CU7419,Masculino,0,Sí,No,47,Un año,No,Domiciliación bancaria,Sin internet,No,No,No,61.02,2909.1,1,0
CU7420,Masculino,1,No,No,23,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,19.06,404.73,1,0
CU7421,Masculino,0,No,No,30,Un año,Sí,Transferencia,Sin internet,Sí,No,Sí,47.5,1389.92,4,0
CU7422,Femenino,0,Sí,Sí,2,Dos años,Sí,Domiciliación bancaria,DSL,Sí,No,No,44.04,85.41,1,0
CU7423,Femenino,0,Sí,No,0,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,No,No,76.99,74.86,0,0
CU7424,Masculino,0,Sí,Sí,26,Mes a mes,Sí,Transferencia,DSL,No,Sí,Sí,40.48,995.27,1,0
CU7425,Femenino,0,Sí,No,23,Dos años,Sí,Tarjeta de crédito,Sin internet,No,No,No,67.55,1609.56,0,0
CU7426,Femenino,0,No,No,22,Dos años,Sí,Transferencia,DSL,Sí,Sí,Sí,65.36,1498.09,3,1
CU7427,Femenino,0,No,No,16,Mes a mes,No,Tarjeta de crédito,Sin internet,No,No,Sí,83.15,1364.49,0,1
CU7428,Masculino,0,Sí,Sí,49,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,Sí,Sí,51.63,2511.41,1,0
CU7429,Femenino,0,No,No,27,Un año,No,Cheque electrónico,Fibra óptica,No,No,No,23.55,643.74,2,0
CU7430,Femenino,0,Sí,Sí,71,Mes a mes,Sí,Cheque electrónico,Fibra óptica,No,No,No,90.94,6089.33,0,0
CU7431,Femenino,0,Sí,No,65,Mes a mes,No,Transferencia,Fibra óptica,No,No,Sí,49.28,3040.47,0,0
CU7432,Masculino,0,No,No,53,Un año,No,Domiciliación bancaria,Sin internet,No,Sí,No,95.77,4932.39,1,0
CU7433,Masculino,0,Sí,Sí,60,Mes a mes,Sí,Transferencia,DSL,No,No,Sí,64.46,3806.98,0,0
CU7434,Femenino,0,No,No,49,Un año,Sí,Transferencia,Sin internet,Sí,No,No,66.94,3323.5,1,0
CU7435,Femenino,0,Sí,No,15,Un año,Sí,Transferencia,Fibra óptica,Sí,Sí,No,82.04,1155.81,2,1
CU7436,Femenino,0,Sí,No,12,Mes a mes,Sí,Cheque electrónico,DSL,No,Sí,No,83.03,1009.06,3,0
CU7437,Masculino,0,No,No,36,Mes a mes,Sí,Domiciliación bancaria,Sin internet,No,Sí,No,62.89,2362.0,2,0
CU7438,Masculino,1,No,No,52,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,Sí,No,No,52.83,2748.75,3,0
CU7439,Femenino,0,Sí,Sí,39,Mes a mes,No,Tarjeta de crédito,DSL,Sí,Sí,Sí,63.75,2319.98,1,0
CU7440,Femenino,0,No,No,19,Mes a mes,Sí,Tarjeta de crédito,Fibra óptica,No,No,Sí,18.0,354.41,2,0
CU7441,Masculino,0,No,No,5,Un año,Sí,Domiciliación bancaria,DSL,No,Sí,No,92.48,443.37,0,0
CU7442,Masculino,0,No,No,20,Mes a mes,No,Transferencia,Fibra óptica,No,Sí,Sí,40.93,848.91,0,0
CU7443,Masculino,0,No,Sí,65,Mes a mes,Sí,Domiciliación bancaria,DSL,Sí,Sí,No,50.64,3172.22,1,0
CU7444,Femenino,0,No,Sí,31,Un año,Sí,Transferencia,Fibra óptica,Sí,Sí,Sí,53.86,1718.45,2,1
